Gene	TCGA-A6-2682-01A	TCGA-A6-2683-01A	TCGA-A6-2685-01A	TCGA-A6-2686-01A	TCGA-A6-5662-01A	TCGA-A6-5667-11A	TCGA-AA-3489-11A	TCGA-AA-3496-11A	TCGA-AA-3511-11A	TCGA-AA-3514-11A
MIR550A3	0	0	0	0	0	0	0	0	0	0
MIR551A	0	0	0	0	0	0	0	0	0	0
MIR551B	0	0	0	0	0	0	0	0	0	0
MIR552	0	0	0	0	0	0	0	0	0	0
MIR553	0	0	0	1	1	1	0	0	2	0
MIR554	0	0	0	1	0	3	0	0	0	1
MIR555	0	1	0	0	0	0	0	0	0	0
MIR556	0	0	0	1	0	0	0	0	0	0
MIR557	0	0	0	0	0	0	0	0	0	0
MIR5571	0	0	0	0	0	0	0	0	0	0
MIR5572	0	0	0	0	1	0	0	0	0	0
MIR5579	0	0	0	0	0	0	0	0	0	0
MIR558	0	0	0	0	0	0	0	0	0	0
MIR5580	0	0	0	0	0	0	0	0	0	0
MIR5581	0	0	0	4	3	1	2	2	2	3
MIR5582	0	0	0	1	0	0	1	0	0	0
MIR5583-1	0	0	0	0	0	0	0	0	0	0
MIR5584	0	0	0	0	0	0	0	0	0	0
MIR5585	0	0	0	0	0	1	0	0	0	0
MIR5586	0	0	0	0	0	0	0	0	1	0
MIR5587	0	7	0	5	2	12	0	2	2	1
MIR5588	0	0	0	1	0	0	0	0	0	0
MIR5589	0	0	0	0	0	0	0	0	0	0
MIR559	3	1	1	52	9	39	5	4	18	8
MIR5590	0	0	0	0	0	0	0	0	0	0
MIR5591	0	0	0	0	0	0	0	0	0	0
MIR561	0	0	0	0	0	0	0	0	0	0
MIR562	0	0	0	0	0	0	0	0	0	0
MIR563	0	0	0	0	1	0	0	0	0	0
MIR564	0	0	0	0	0	0	0	0	0	0
MIR566	0	0	0	1	3	0	0	0	0	0
MIR567	0	0	0	1	0	1	0	0	0	0
MIR568	1	0	2	12	14	26	2	25	19	7
MIR5680	0	0	0	0	0	0	0	0	0	0
MIR5681A	0	0	0	0	0	0	0	0	0	0
MIR5682	0	0	0	0	0	0	0	0	0	0
MIR5684	0	0	1	0	0	0	0	0	0	0
MIR5685	0	0	0	0	0	0	2	1	1	0
MIR5687	0	0	0	0	0	0	0	0	0	0
MIR5688	0	0	0	0	0	0	0	0	0	0
MIR5689	0	0	0	0	0	0	0	0	0	0
MIR569	0	0	0	2	0	0	0	0	0	0
MIR5690	0	0	0	0	0	0	0	0	0	0
MIR5691	0	0	0	0	0	0	0	0	0	0
MIR5692A1	0	0	0	0	1	1	0	0	1	0
MIR5692A2	0	0	0	0	0	0	0	0	0	0
MIR5692B	0	0	0	1	0	0	0	0	1	0
MIR5692C1	0	0	0	0	0	0	0	0	0	0
MIR5692C2	0	1	0	0	0	2	0	1	0	2
MIR5693	0	0	0	0	0	0	0	0	0	0
MIR5694	0	0	0	1	0	0	0	0	0	0
MIR5695	0	0	0	1	1	0	0	0	0	1
MIR5696	0	0	0	0	0	0	0	0	0	2
MIR5697	0	0	0	0	1	1	0	0	0	0
MIR5698	0	0	0	0	0	0	0	0	1	0
MIR5699	0	0	0	0	0	0	0	0	0	0
MIR570	4	12	15	23	29	61	13	2	55	15
MIR5700	0	0	0	0	0	0	0	0	0	1
MIR5701-1	0	0	0	0	0	0	0	0	0	0
MIR5701-2	0	0	0	0	0	0	0	0	0	0
MIR5701-3	0	0	0	0	0	0	0	0	0	0
MIR5702	0	0	0	0	0	0	0	0	0	0
MIR5703	0	0	0	0	0	0	0	0	0	0
MIR5704	0	0	0	0	0	0	0	0	0	0
MIR5705	0	0	0	0	0	0	0	0	0	0
MIR5706	0	0	0	0	0	0	0	0	0	0
MIR5707	0	0	0	0	1	0	0	1	2	0
MIR5708	0	0	0	0	0	0	0	0	0	0
MIR571	0	0	0	0	0	0	1	0	0	0
MIR572	0	0	0	0	0	0	0	0	0	0
MIR573	0	2	0	1	5	8	2	8	14	7
MIR5739	0	0	0	0	0	0	0	0	0	0
MIR574	0	0	2	0	1	5	0	0	0	1
MIR575	0	0	0	0	0	0	0	0	0	0
MIR576	0	0	0	0	0	0	0	0	0	0
MIR577	0	0	0	0	0	0	0	0	0	0
MIR578	0	0	0	0	0	0	0	0	0	0
MIR5787	0	0	0	0	0	0	0	0	0	0
MIR579	0	0	0	4	1	1	0	0	1	0
MIR580	0	0	0	0	0	1	0	0	0	0
MIR581	0	0	0	0	1	0	0	0	0	0
MIR582	0	0	0	0	0	0	0	0	0	0
MIR583	0	0	0	0	0	0	0	0	0	0
MIR584	0	0	1	0	1	0	0	0	0	0
MIR585	0	0	0	0	0	0	0	0	0	0
MIR586	0	0	0	0	0	0	0	0	0	0
MIR587	0	0	0	0	0	0	0	0	0	0
MIR588	0	0	0	0	0	0	0	0	0	0
MIR589	0	0	1	6	4	3	2	1	2	2
MIR590	3	4	1	6	2	3	3	4	7	0
MIR591	0	0	0	0	1	0	0	0	0	0
MIR592	0	1	0	0	0	0	0	0	0	0
MIR593	0	0	1	3	0	0	0	1	0	0
MIR595	0	0	0	0	0	1	0	0	1	0
MIR596	0	0	1	1	0	0	0	0	1	0
MIR597	0	0	0	0	0	0	0	0	0	0
MIR598	0	0	0	0	0	0	0	0	0	0
MIR599	0	0	0	0	0	0	0	0	0	0
MIR600	0	0	0	0	0	0	0	0	0	0
MIR600HG	24	151	47	172	132	415	58	141	406	179
MIR601	0	0	0	2	0	1	0	0	0	1
MIR602	0	0	0	0	0	0	0	0	0	0
MIR603	0	0	0	0	0	0	0	0	0	0
MIR604	0	0	0	0	0	0	0	0	0	0
MIR605	0	0	0	0	0	0	0	0	0	0
MIR606	0	0	0	0	0	0	0	0	0	0
MIR6068	0	0	0	0	0	0	0	0	0	0
MIR6069	0	0	0	0	0	0	0	0	0	0
MIR607	0	0	0	0	0	0	0	0	0	0
MIR6070	0	0	0	0	0	0	0	0	0	0
MIR6071	0	0	0	0	2	0	0	2	0	0
MIR6072	0	0	0	0	0	0	0	0	0	0
MIR6073	0	0	0	0	0	0	0	0	0	0
MIR6074	0	0	0	0	0	0	0	0	0	0
MIR6075	0	0	0	0	0	0	0	0	0	0
MIR6076	0	0	0	0	0	0	1	0	1	0
MIR6077	0	0	0	1	0	0	0	0	0	0
MIR6078	0	0	0	0	0	0	0	0	0	0
MIR608	0	0	1	1	1	2	0	0	1	0
MIR6080	0	0	0	0	0	0	0	0	0	0
MIR6081	0	1	0	2	0	0	1	0	0	0
MIR6082	0	0	0	0	0	0	0	0	0	0
MIR6083	0	0	0	0	0	0	0	0	0	0
MIR6084	0	0	0	0	0	0	0	0	0	0
MIR6085	0	0	0	0	0	0	0	0	0	0
MIR6087	0	0	0	0	0	0	0	0	1	0
MIR6088	0	0	0	0	0	0	0	0	0	0
MIR6089	0	0	0	0	0	0	0	0	0	0
MIR609	1	0	0	0	0	0	0	0	0	0
MIR6090	0	0	0	0	0	0	0	0	0	0
MIR610	0	0	0	0	0	0	0	0	0	0
MIR611	0	0	0	0	0	0	0	0	0	0
MIR612	0	0	0	0	0	0	0	0	0	0
MIR6124	1	0	1	1	0	2	0	0	0	0
MIR6125	0	0	0	0	0	0	0	0	0	0
MIR6126	0	0	0	0	0	0	0	0	0	0
MIR6128	0	0	0	0	0	0	0	0	0	0
MIR6129	0	0	0	0	0	0	0	0	0	0
MIR613	0	0	0	0	0	0	0	0	0	0
MIR6130	0	0	0	0	0	0	0	0	0	0
MIR6131	0	0	0	0	0	0	0	0	0	0
MIR6132	0	0	0	0	0	0	0	0	0	0
MIR6133	0	0	0	0	0	0	0	0	0	0
MIR6134	0	0	0	0	0	0	0	0	0	0
MIR614	0	0	0	0	0	0	0	0	0	0
MIR615	0	0	0	0	0	0	0	0	0	0
MIR616	0	0	2	10	2	5	3	1	2	4
MIR6165	0	0	0	0	0	0	0	0	0	0
MIR617	0	0	0	0	0	0	0	0	0	0
MIR618	0	0	0	0	0	0	0	0	0	0
MIR619	0	0	0	0	0	0	0	1	0	0
MIR620	0	0	0	0	0	0	0	0	0	0
MIR621	12	25	20	136	188	73	67	22	92	63
MIR622	0	0	0	0	0	0	0	0	0	0
MIR623	0	1	0	0	0	0	1	0	2	0
MIR624	0	0	0	1	0	0	0	0	0	0
MIR625	0	0	0	0	0	0	0	0	0	0
MIR626	0	0	0	0	0	0	0	0	0	0
MIR627	0	0	0	0	0	0	0	0	0	0
MIR628	0	0	0	1	0	0	0	0	0	0
MIR629	0	0	0	0	0	0	0	0	0	0
MIR630	0	0	0	0	0	0	0	0	0	0
MIR631	0	0	0	0	0	0	0	0	0	0
MIR632	0	0	0	0	0	0	0	0	0	0
MIR633	0	0	0	0	0	0	0	0	0	0
MIR634	0	1	0	0	0	0	0	0	0	0
MIR635	0	6	13	15	45	48	14	14	32	48
MIR636	0	0	0	0	0	0	0	0	0	0
MIR637	0	0	0	0	0	0	0	0	0	0
MIR638	0	1	0	0	0	0	0	0	0	0
MIR639	0	0	0	0	0	0	0	0	0	0
MIR640	0	0	0	2	0	0	0	0	0	0
MIR641	0	5	2	1	3	0	1	0	1	0
MIR642A	0	0	0	1	0	9	0	0	0	1
MIR643	0	0	0	4	0	0	0	0	0	1
MIR644A	0	0	0	0	0	0	0	1	0	0
MIR645	0	0	0	0	0	0	0	0	2	1
MIR646	0	0	0	0	0	0	0	0	0	0
MIR646HG	0	0	1	6	0	15	3	13	21	10
MIR647	3	50	20	33	35	34	3	4	15	5
MIR648	0	0	1	1	0	0	0	0	0	0
MIR649	0	1	1	0	0	0	0	0	0	0
MIR6499	0	0	0	0	0	0	0	0	0	0
MIR650	2	4	13	0	0	0	3	1	1	3
MIR6500	0	0	0	0	0	0	0	0	0	0
MIR6501	0	0	0	0	0	0	0	0	0	0
MIR6502	0	0	0	0	0	0	0	0	0	0
MIR6503	0	0	0	0	0	0	1	0	2	0
MIR6504	0	1	1	0	0	0	0	0	1	0
MIR6505	0	0	0	0	0	1	0	0	0	0
MIR6506	0	0	0	0	0	0	0	0	0	0
MIR6507	0	0	0	0	0	0	0	0	0	0
MIR6508	0	0	0	0	1	0	0	0	0	0
MIR6509	0	0	0	0	0	1	0	1	0	0
MIR651	0	0	0	0	0	0	0	0	0	0
MIR6510	0	0	0	0	0	0	0	0	0	0
MIR6511A2	0	0	0	0	0	0	0	0	0	0
MIR6511A3	0	0	0	0	0	0	0	0	0	0
MIR6511B1	0	0	0	0	0	0	0	0	0	0
MIR6512	0	0	0	0	0	1	0	2	0	0
MIR6513	0	0	0	0	0	0	0	0	0	0
MIR6514	0	0	0	0	1	0	1	0	0	0
MIR6515	0	0	0	0	0	0	0	0	0	0
MIR6516	0	0	0	0	0	0	0	0	0	0
MIR652	0	0	0	0	0	0	0	0	0	0
MIR653	0	0	0	0	0	0	0	0	0	0
MIR654	0	0	0	0	0	0	0	0	0	0
MIR655	0	0	0	0	0	0	0	0	0	0
MIR656	0	0	0	0	0	0	0	0	0	0
MIR657	1	0	0	0	1	0	0	0	1	0
MIR658	0	0	0	0	0	0	0	0	0	0
MIR659	0	0	0	2	1	2	3	2	5	2
MIR660	0	0	0	0	0	0	0	0	0	0
MIR661	0	0	0	0	1	2	0	0	0	0
MIR662	0	0	0	0	0	0	0	0	0	0
MIR663A	0	0	0	0	0	0	0	0	0	0
MIR663AHG	0	0	4	1	0	1	0	0	2	0
MIR663B	0	0	0	0	0	0	0	0	0	0
MIR664A	0	0	0	0	0	0	0	0	0	0
MIR664B	0	0	0	0	0	0	0	0	0	0
MIR670	0	0	0	0	0	0	0	0	0	0
MIR670HG	0	0	0	0	0	0	0	0	0	0
MIR671	0	0	0	0	0	0	0	0	0	0
MIR6715A	0	0	0	0	1	0	0	0	0	0
MIR6716	0	0	0	0	0	0	0	0	0	0
MIR6717	0	0	0	0	0	0	0	0	0	0
MIR6718	0	0	0	0	0	0	0	0	0	0
MIR6719	0	0	0	7	1	0	1	0	1	0
MIR6720	0	0	0	0	0	0	0	0	0	0
MIR6721	0	0	0	0	0	0	0	1	0	0
MIR6722	0	0	0	0	0	0	0	0	1	0
MIR6723	0	0	0	0	0	0	0	0	0	0
MIR6724-2	0	0	0	0	0	0	0	0	0	0
MIR6724-3	0	0	0	0	0	0	0	0	0	0
MIR6726	0	0	0	0	0	0	0	0	0	0
MIR6727	0	0	0	0	0	0	0	0	0	0
MIR6728	0	0	0	0	0	0	0	0	0	0
MIR6729	0	1	0	0	0	0	0	0	0	0
MIR6730	2	4	1	0	1	2	1	0	2	0
MIR6731	0	0	0	1	0	0	0	0	0	0
MIR6732	0	0	0	0	0	0	0	0	0	0
MIR6734	0	0	0	0	0	0	0	0	0	0
MIR6735	0	0	0	0	0	0	0	0	0	0
MIR6736	0	0	0	1	0	0	0	0	0	0
MIR6737	0	0	0	0	0	0	0	0	0	0
MIR6738	0	0	0	2	0	0	0	0	0	0
MIR6739	0	0	0	0	0	3	0	1	4	0
MIR6740	0	1	0	1	1	1	0	0	0	2
MIR6741	0	0	0	0	0	0	0	0	0	0
MIR6742	0	0	0	0	0	0	0	0	0	0
MIR6743	0	0	0	0	0	0	0	0	0	0
MIR6744	0	0	0	0	0	0	0	0	0	0
MIR6745	0	0	1	0	0	0	0	0	0	0
MIR6746	1	0	0	1	0	0	0	0	1	0
MIR6747	0	0	0	0	0	0	2	0	0	0
MIR6748	0	0	0	0	0	0	0	0	0	0
MIR6749	0	0	0	0	0	0	0	0	0	0
MIR6750	0	2	2	2	1	0	0	0	0	0
MIR6751	0	0	0	0	0	0	0	0	0	0
MIR6752	0	1	0	0	0	0	0	0	0	0
MIR6753	1	1	3	2	0	4	0	0	0	1
MIR6754	0	0	0	0	0	0	0	0	0	0
MIR6755	0	0	0	0	0	0	0	0	0	0
MIR6756	0	0	0	0	0	0	0	0	0	0
MIR6757	0	0	0	0	0	0	0	1	1	1
MIR6758	0	0	0	0	0	0	0	0	0	0
MIR6760	0	0	0	0	0	0	0	0	0	0
MIR6761	0	0	0	5	0	0	0	0	1	0
MIR6762	0	0	1	0	1	0	0	0	1	0
MIR6763	0	0	0	2	0	1	0	1	0	0
MIR6765	0	1	0	0	0	0	0	0	0	0
MIR6766	0	0	0	0	0	0	0	0	0	0
MIR6768	0	2	0	1	0	1	0	0	0	0
MIR6769A	0	0	0	1	0	3	0	0	1	0
MIR6769B	0	0	1	0	0	0	0	0	0	0
MIR6770-1	0	0	0	0	0	0	0	0	0	0
MIR6770-2	0	0	0	0	0	0	0	0	0	0
MIR6771	0	0	0	0	0	0	0	0	0	0
MIR6772	0	0	1	0	3	0	0	1	0	0
MIR6773	0	0	0	0	0	0	0	0	0	0
MIR6774	0	0	0	2	0	1	0	0	3	2
MIR6775	0	5	0	1	0	0	0	0	0	0
MIR6776	0	2	0	0	0	0	0	0	0	0
MIR6777	0	0	0	0	0	0	0	0	0	0
MIR6778	0	0	0	0	0	0	0	0	0	0
MIR6779	0	0	0	0	0	0	0	1	0	0
MIR6780A	0	0	0	1	0	0	0	0	0	0
MIR6780B	0	0	0	0	0	0	1	0	2	0
MIR6781	0	0	0	0	0	0	0	0	0	0
MIR6782	0	0	0	0	0	0	0	0	0	0
MIR6783	1	0	1	1	0	0	0	0	0	1
MIR6784	3	1	2	3	0	5	0	0	3	0
MIR6785	0	0	0	0	0	0	0	0	0	0
MIR6786	0	0	0	0	0	0	0	0	0	0
MIR6787	0	0	0	0	0	0	0	0	0	0
MIR6788	0	0	0	0	0	0	0	0	0	0
MIR6789	0	0	0	0	0	0	0	0	0	0
MIR6790	0	0	0	0	0	0	0	0	0	0
MIR6791	0	0	0	0	0	0	0	0	0	0
MIR6792	0	5	0	0	0	0	0	0	0	0
MIR6793	0	0	2	1	0	2	0	0	1	0
MIR6794	0	0	0	0	0	0	0	0	0	0
MIR6795	0	0	0	0	0	0	0	0	0	0
MIR6796	0	0	0	0	0	0	0	0	0	0
MIR6797	0	0	1	12	2	1	0	0	0	1
MIR6798	0	0	0	0	0	0	0	0	0	0
MIR6799	0	0	0	0	1	0	0	1	0	0
MIR6800	0	0	0	0	0	0	0	0	0	0
MIR6801	0	0	0	2	0	0	0	0	0	0
MIR6802	0	0	0	0	0	0	0	0	0	0
MIR6803	0	0	0	0	0	0	0	0	0	0
MIR6804	0	1	0	0	0	2	0	0	1	0
MIR6805	0	0	0	0	0	0	0	0	0	0
MIR6806	0	0	0	0	0	0	0	0	0	0
MIR6807	2	1	1	0	1	0	0	1	0	0
MIR6808	0	1	1	0	0	0	0	0	0	0
MIR6809	0	0	1	0	0	0	0	0	0	0
MIR6810	0	0	0	1	1	1	0	0	0	0
MIR6811	0	0	0	0	0	0	0	0	0	0
MIR6812	0	3	2	3	0	0	0	0	1	0
MIR6813	0	0	0	0	1	1	0	0	1	1
MIR6814	0	0	4	0	0	0	0	0	1	0
MIR6815	0	0	0	0	0	0	0	0	0	0
MIR6816	0	0	0	0	0	0	0	0	0	0
MIR6817	0	0	0	0	0	0	0	0	0	0
MIR6818	0	0	0	0	0	0	0	0	0	0
MIR6819	0	3	0	3	0	1	0	0	1	0
MIR6820	0	0	0	0	0	0	0	0	0	0
MIR6821	0	1	0	0	0	1	0	0	0	0
MIR6822	0	0	0	0	0	0	0	0	0	0
MIR6823	0	0	0	0	0	0	0	0	0	0
MIR6824	0	0	0	0	0	0	0	0	0	0
MIR6825	0	0	0	0	0	0	0	0	0	0
MIR6826	0	0	0	0	0	0	0	0	1	0
MIR6827	0	0	0	0	0	0	0	0	0	0
MIR6829	2	1	0	2	0	5	0	0	1	0
MIR6831	0	0	0	0	0	0	0	0	0	0
MIR6832	0	1	0	2	0	0	0	0	2	0
MIR6833	0	0	0	0	0	0	0	0	0	0
MIR6834	0	0	0	0	0	0	0	0	0	0
MIR6835	2	0	0	2	0	3	0	0	1	1
MIR6836	0	0	0	0	0	0	0	0	0	0
MIR6837	0	0	0	0	0	0	0	0	0	0
MIR6838	0	0	1	1	3	1	0	0	0	1
MIR6839	0	0	0	0	0	0	0	0	0	0
MIR6840	0	0	0	0	0	0	0	0	0	0
MIR6842	0	0	0	0	0	0	0	0	0	0
MIR6843	0	0	0	0	0	0	0	0	0	0
MIR6845	0	0	0	0	0	0	0	0	0	0
MIR6846	0	1	0	0	0	0	0	0	0	0
MIR6847	0	0	0	0	0	0	0	0	0	0
MIR6848	2	6	0	0	0	0	0	0	0	0
MIR6849	0	0	0	0	0	0	0	0	0	0
MIR6850	0	0	1	0	0	0	0	0	0	0
MIR6851	1	0	0	1	0	0	0	0	0	0
MIR6852	0	1	0	0	0	0	0	0	0	0
MIR6853	0	0	0	0	0	0	0	0	0	0
MIR6854	0	0	0	0	0	0	0	0	0	0
MIR6855	0	0	0	1	0	0	0	0	0	0
MIR6856	0	0	0	0	0	0	0	0	0	0
MIR6857	0	0	0	0	0	0	0	0	0	0
MIR6858	0	3	2	0	0	0	0	0	0	0
MIR6859-1	0	0	0	0	0	0	0	0	0	0
MIR6859-2	0	0	0	0	0	1	0	1	0	0
MIR6859-3	2	1	2	3	0	0	0	0	2	1
MIR6859-4	0	0	0	0	0	3	0	0	0	0
MIR6861	0	0	0	0	0	0	0	0	0	0
MIR6862-1	0	0	0	0	0	0	0	0	0	0
MIR6862-2	0	0	0	0	0	0	0	0	0	0
MIR6864	0	0	1	0	0	0	0	0	0	0
MIR6865	0	0	0	2	0	1	0	0	0	0
MIR6867	0	1	1	3	0	2	0	0	1	0
MIR6868	0	0	0	0	0	0	0	0	0	1
MIR6869	0	0	0	0	0	0	0	0	0	0
MIR6870	0	0	0	0	0	0	0	0	0	0
MIR6871	0	2	1	0	0	0	1	0	0	0
MIR6872	0	0	0	0	0	0	0	0	0	0
MIR6873	0	0	0	0	0	0	0	0	0	0
MIR6875	0	0	0	0	0	0	0	0	0	0
MIR6876	0	0	0	0	0	0	0	0	0	0
MIR6877	0	1	0	0	0	0	0	0	0	0
MIR6879	0	0	0	0	0	0	0	0	0	0
MIR6880	0	1	0	0	0	0	0	0	0	0
MIR6881	0	0	3	0	0	1	0	0	0	0
MIR6882	0	0	0	0	0	0	0	0	0	0
MIR6883	0	0	0	0	0	0	0	0	0	0
MIR6884	0	0	0	0	0	0	0	0	0	0
MIR6885	0	0	0	0	0	0	0	0	0	0
MIR6886	0	0	0	0	0	0	0	0	0	0
MIR6887	0	0	0	0	0	0	0	0	0	0
MIR6888	0	0	0	0	0	0	0	0	0	0
MIR6889	0	1	1	1	1	1	0	0	0	0
MIR6890	0	0	0	0	0	0	0	0	0	0
MIR6891	0	1	1	0	0	1	0	0	0	0
MIR6892	0	0	0	0	0	0	0	0	0	0
MIR6893	0	0	2	0	0	0	0	0	0	0
MIR6894	0	3	0	0	0	0	0	0	0	0
MIR6895	0	2	1	1	1	1	0	0	0	0
MIR7-1	0	0	0	0	0	0	0	0	0	0
MIR7-2	0	0	0	0	0	0	0	0	0	0
MIR7-3	0	0	0	0	0	0	0	0	0	0
MIR7-3HG	0	0	1	7	0	6	11	1	14	3
MIR708	0	0	0	0	0	0	0	0	0	0
MIR7106	0	0	0	0	0	0	0	0	0	0
MIR7107	6	0	0	0	0	0	0	0	0	0
MIR7108	0	0	0	0	0	0	0	0	0	0
MIR7109	0	0	0	0	0	0	0	0	0	0
MIR711	0	0	0	0	0	0	0	0	0	0
MIR7110	0	0	0	0	0	0	0	0	0	0
MIR7111	6	4	7	4	3	5	1	0	4	3
MIR7112	0	0	0	0	0	0	0	0	0	0
MIR7113	0	0	0	0	0	0	0	0	0	0
MIR7114	0	0	0	0	0	0	0	0	0	0
MIR7150	0	0	0	0	0	0	0	0	0	0
MIR7151	0	0	0	0	0	0	0	0	0	0
MIR7152	0	0	3	0	0	1	0	0	0	0
MIR7154	0	0	0	0	0	0	0	0	0	0
MIR7155	0	0	0	0	0	0	0	0	0	0
MIR7156	0	0	0	0	0	0	0	0	0	0
MIR7158	0	0	0	0	0	0	0	1	0	0
MIR7159	0	0	0	0	0	0	0	0	0	0
MIR7160	0	0	0	0	0	0	0	0	0	0
MIR7161	0	0	0	0	0	0	0	0	0	0
MIR7162	0	0	0	0	0	0	0	0	0	0
MIR718	0	0	0	0	0	0	0	0	0	0
MIR744	0	1	2	2	1	3	1	1	0	1
MIR7515HG	0	0	0	1	0	0	0	0	0	0
MIR758	0	0	0	0	0	0	0	0	0	0
MIR759	0	0	0	0	0	0	0	1	0	0
MIR760	0	0	1	0	0	0	1	0	0	0
MIR761	0	0	0	0	0	0	1	0	0	0
MIR762	0	0	0	0	0	0	0	0	0	0
MIR762HG	28	25	44	62	55	56	82	25	51	52
MIR764	0	0	0	0	0	0	0	0	0	0
MIR7641-1	0	1	0	0	0	0	0	0	0	0
MIR765	0	0	0	3	0	5	1	1	0	1
MIR766	0	0	0	0	0	0	0	0	2	1
MIR767	0	0	0	0	0	0	0	0	0	0
MIR769	0	1	0	1	0	1	0	0	0	0
MIR770	0	0	0	0	0	2	0	1	0	0
MIR7702	0	0	0	0	0	0	0	0	0	0
MIR7703	0	0	0	0	0	0	0	0	0	0
MIR7704	0	0	0	0	0	0	0	0	0	0
MIR7705	0	0	0	0	0	0	0	0	0	0
MIR7706	0	0	0	0	0	0	0	0	0	0
MIR7843	0	0	0	0	0	0	0	0	0	0
MIR7844	0	0	0	0	0	0	0	0	0	0
MIR7845	0	0	0	0	0	0	0	0	0	0
MIR7846	0	0	0	0	0	0	0	0	0	0
MIR7847	0	1	2	0	0	0	0	0	0	0
MIR7848	0	0	0	0	0	2	1	0	0	1
MIR7849	0	0	0	0	0	0	0	0	0	0
MIR7850	0	0	0	0	0	0	0	0	0	0
MIR7851	0	3	0	2	2	2	2	0	0	0
MIR7852	0	0	0	0	0	0	0	0	0	0
MIR7853	0	0	0	0	0	0	0	0	0	0
MIR7854	0	0	0	0	0	0	0	0	0	0
MIR7855	0	0	0	0	0	0	0	0	0	0
MIR7856	0	0	0	0	0	1	0	1	0	1
MIR7973-1	0	0	0	1	1	0	0	0	1	0
MIR7974	0	0	0	0	0	0	0	0	0	0
MIR7975	0	0	0	0	0	0	0	0	0	0
MIR7976	0	0	0	0	0	1	0	0	0	0
MIR802	0	0	0	0	0	0	0	0	0	0
MIR8052	0	0	0	0	0	0	0	0	0	0
MIR8053	0	0	0	0	0	0	0	0	0	0
MIR8054	0	0	0	0	0	0	0	0	0	0
MIR8055	0	0	0	0	0	0	0	0	1	1
MIR8056	0	0	0	0	0	0	0	0	0	0
MIR8057	0	0	0	0	0	0	0	0	0	0
MIR8058	0	0	0	0	1	1	0	0	0	1
MIR8059	0	0	0	0	0	0	0	0	0	0
MIR8060	0	0	0	0	0	0	0	0	0	0
MIR8061	0	0	0	0	0	0	0	0	0	0
MIR8062	0	0	0	0	0	0	0	0	0	0
MIR8063	0	0	0	0	0	0	0	0	0	0
MIR8064	0	0	0	0	0	0	0	0	1	0
MIR8065	0	0	0	0	0	0	0	0	0	0
MIR8066	0	0	0	1	0	0	0	0	0	0
MIR8067	0	0	0	0	0	0	0	0	0	0
MIR8068	0	0	0	0	0	0	0	0	0	0
MIR8069-1	0	0	0	0	0	0	0	0	0	0
MIR8069-2	0	0	0	0	0	0	0	0	0	0
MIR8070	0	0	0	4	0	0	0	0	0	0
MIR8071-1	3	0	1	0	0	4	4	0	64	5
MIR8071-2	0	0	3	2	1	9	6	5	201	12
MIR8072	0	0	0	0	0	0	0	0	0	0
MIR8073	0	0	0	0	0	0	0	0	0	0
MIR8074	0	0	0	0	0	0	0	0	0	0
MIR8075	1	7	0	0	0	0	0	0	0	0
MIR8076	0	0	0	0	0	0	0	0	0	0
MIR8077	0	0	0	0	0	0	0	0	0	0
MIR8078	0	0	0	3	0	0	0	0	0	0
MIR8079	0	0	0	0	0	0	0	0	0	0
MIR8080	0	0	0	0	0	0	0	0	0	0
MIR8081	0	0	0	0	0	0	0	0	0	0
MIR8082	0	0	0	0	0	0	0	0	0	0
MIR8083	0	0	0	0	0	0	0	0	0	0
MIR8084	0	0	0	0	0	0	0	0	0	0
MIR8085	0	0	0	0	0	0	0	0	0	0
MIR8086	0	0	0	0	0	0	0	0	0	0
MIR8087	0	0	0	0	0	0	2	0	0	0
MIR8088	0	0	0	0	0	0	0	0	0	0
MIR8089	0	0	0	0	0	0	0	0	0	0
MIR8485	0	0	0	0	0	0	0	0	0	0
MIR873	0	0	0	0	0	0	0	0	0	0
MIR874	0	0	0	0	0	0	0	0	0	0
MIR875	0	0	0	0	0	0	0	0	0	0
MIR876	0	0	0	0	0	0	0	0	0	0
MIR877	0	0	0	0	0	0	0	0	0	1
MIR885	0	0	0	0	0	0	0	0	0	0
MIR887	0	0	0	0	0	0	0	0	0	0
MIR888	0	0	0	0	0	0	0	0	0	0
MIR889	0	0	0	0	0	0	0	0	0	0
MIR890	0	0	0	0	0	0	0	0	0	0
MIR891A	0	0	0	0	0	0	0	0	0	0
MIR891B	0	0	0	0	0	0	0	0	0	0
MIR892A	0	0	0	0	0	0	0	0	0	0
MIR892B	0	0	0	0	0	0	0	0	0	0
MIR892C	0	0	0	0	0	0	0	0	0	0
MIR9-1	0	0	0	0	0	0	0	0	0	0
MIR9-2	0	0	0	0	0	0	0	0	0	0
MIR9-3	0	0	0	0	0	0	0	0	0	0
MIR920	0	0	0	0	0	0	0	0	0	0
MIR921	2	0	0	0	0	0	0	0	0	0
MIR922	0	0	0	0	0	0	0	0	0	0
MIR92A1	0	0	0	0	0	0	0	0	0	0
MIR92A2	0	0	0	0	0	0	0	0	0	0
MIR92B	0	0	0	2	1	0	0	0	0	0
MIR93	0	4	2	4	5	0	3	0	3	1
MIR933	0	0	0	0	0	0	0	0	0	0
MIR934	0	0	0	0	0	0	0	0	0	0
MIR935	0	0	0	0	0	0	0	0	0	0
MIR936	0	0	0	0	0	1	0	0	1	0
MIR937	0	0	0	0	1	0	0	0	0	0
