Gene	Length
CTD-2325P2.3	461
KRT18P39	1299
NRK	9573
AC009478.1	562
NDUFA10	9517
RP11-474G23.2	700
RP11-49I4.3	360
SLPI	596
RP11-436H11.5	558
VTRNA2-1	127
FAM231C	510
CTD-2012J19.2	121
KRT6C	2896
RP11-815J21.4	660
ELL2P3	1602
AC006960.7	531
ITGB3BP	5459
RP11-63E16.1	728
RPS15AP32	374
CTD-2194L12.2	540
TOR4A	4148
POU3F3	4961
MED1	7330
RP11-263K19.6	568
RP11-152O14.4	471
PDCL3P7	712
RP11-1109M24.16	1675
CRH	1543
RP11-10A7.1	457
KLHL10	2370
AC003973.4	1394
BNIP3P11	563
AC087499.10	620
LINC00559	3867
RP5-875O13.7	1351
MIR4306	91
PDCD4	4547
PHF1	3596
ERO1LB	5361
IGKJ5	38
CH507-513H4.3	923
LINC00838	2936
RBM43	4717
AC004129.7	287
RN7SL371P	267
GS1-24F4.2	1433
OR5A2	1034
TTLL1	1749
QRFP	1658
CTA-989H11.1	659
LINC00905	2692
RP11-298J23.9	68
RP11-90H3.1	1779
MAPK4	7601
RP5-1147A1.1	259
IGHV1-24	411
ZNF408	3078
CTD-2659N19.4	97
CTD-2050N2.1	1481
NYAP2	4828
OPLAH	4319
CTC-529L17.2	730
RP11-347I19.7	2607
RP1-144C9.2	355
RP11-343H5.4	433
RP11-492M23.2	489
RP11-317B3.2	559
PRKAG3	3334
RP5-1186P10.2	387
FKBP4P7	1363
SDAD1	3491
NR0B2	1156
RP5-837O21.5	643
SNX18P3	1952
RP11-925D8.5	1802
MARK2P14	628
MSANTD4	5105
HAUS5	5075
RP11-44M6.3	1006
SNRPA	2361
CHIC1	6939
RP11-302L19.1	429
SNX2P2	323
FCGRT	4173
CTD-2231E14.4	396
RNU1-32P	159
RP11-1026M7.2	1517
ZFHX2	10128
MRPL40P1	604
FTH1P7	552
RP3-431A14.4	937
CBY3	785
RP11-197K6.1	1009
STXBP5-AS1	6011
ZNF622	1699
TRAV16	329
MYSM1	8938
RP11-798G7.4	470
RP11-283G6.5	1128
ZNF736P10Y	1110
AC068587.2	148
RP5-964N17.1	497
AC025750.7	379
ANXA3	5123
RP11-229D13.3	1987
RP11-248J23.7	492
RP11-550H2.1	369
RP11-226P1.1	598
RP11-973H7.4	569
PPIAP29	499
HS3ST3A1	2628
LINC01168	5254
PAICSP3	1168
CTB-174D11.2	365
RP13-216E22.5	347
RP11-467H10.2	617
SZRD1	4747
TDGF1P7	559
PHACTR3	6095
RP11-158C21.3	778
AC012075.2	520
RP11-265N6.3	507
GPSM2	8099
RP11-665C16.6	748
GCNT1P2	595
RNU6-586P	104
SLC20A1	5577
RNU6-998P	101
GPR125	9250
POLG	5640
ADAMTS7P4	5516
IGF1R	13509
RP11-159D12.8	5808
LINC00709	494
F2RL2	3429
RNU5A-8P	114
MIR3945	98
RP11-66D17.3	4122
RP11-331O9.3	692
PTGER1	1421
FCF1P3	590
OR1B1	957
SLA	7637
RP11-30K9.7	315
RP11-329B9.4	701
RP11-269G24.6	355
PRDM9	3864
RP11-292E2.4	515
Hammerhead_HH10	125
RP11-539D10.2	749
RP5-826L7.1	602
NPPA-AS1	1427
PTPN12	5547
GS1-21A4.2	467
AL133405.1	100
RNASE8	634
TBC1D3B	3014
SNORD114-2	78
RP11-496D24.2	2195
FGF10	3011
NUB1	5411
RHEB	3535
RASD2	3412
OR7A17	1027
RP11-393K19.1	512
AC022716.1	87
PINK1-AS	4443
CTD-2102P23.1	885
AC011933.2	321
PRRT2	3573
UQCC1	6782
MIR194-1	85
AL121988.1	84
RPS10-NUDT3	876
AC016722.4	1835
RNU7-126P	62
AC105760.2	2341
LAMTOR5P1	270
THSD7A	10929
AC007611.1	93
RP11-407H12.8	967
KRT8P5	1458
RMST_10	154
ZNF664	6340
RP11-72H11.1	390
SNORA70	135
SF3A3P1	1477
GNAT2	1381
TYK2	6773
PIEZO1P1	219
SNORA11D	128
AC092162.1	5290
MIR4266	55
RP5-1198O20.4	7999
ADCY10P1	5741
RP11-479J7.1	810
AC016903.1	588
RNA5SP177	107
EIF4E1B	3296
FAHD2B	2662
RP11-121E16.1	894
ADAM3A	2999
MRPS36P2	299
AC106883.1	562
RNU6-408P	100
LINC00315	2323
AL158089.1	110
BDH1	9114
CTD-3096P4.1	197
RP11-864J10.4	1714
RP11-1118M6.2	264
BOLA3-AS1	1834
LRIG1	7032
MIR515-1	83
KCTD1	7410
NR5A2	7559
C14orf79	5225
NOTCH2	16804
IGHV3-21	430
RECQL	3778
AC012494.1	1103
FN3KRP	2971
RP11-57A19.2	2481
RP11-274H24.1	2272
TMOD1	3708
AP003354.1	108
IGKV2-36	223
ELAC2	6345
HK2P1	2737
AC190387.1	408
FXYD6	5617
RPSAP15	861
RP11-31H5.2	141
CTD-2510F5.2	798
RP11-108E14.1	1153
MRPL10	2764
IGLVVI-22-1	211
RPS26P31	348
RASA3-IT1	380
RP11-429G19.3	587
RP11-138B9.1	1868
ZSCAN25	7094
RN7SL807P	297
NCAPH2	3159
RPL21P132	462
PAQR3	12403
DPYSL3	7164
RP11-415I12.1	255
RP11-1415C14.4	584
RP11-6B19.3	660
MIR607	96
AC079776.3	2398
ACEA_U3	217
RP11-231P20.5	358
RP11-360O19.4	1475
RP11-44D19.1	780
APBA2	6869
ANTXR2	9864
MINOS1	5227
RNU6-1000P	106
RNU6-447P	104
RP11-750I4.2	321
AC092965.1	87
SERPINI1	2418
RP11-876F14.2	235
RP5-1092A3.5	425
RP11-448N11.3	175
KLK8	1865
INTS10	6869
UBE2J1	4290
NALCN	8951
EOMES	3656
AP003385.2	893
RP11-131L12.2	611
RP11-1070N10.3	993
DOCK9-AS2	807
TNFAIP8L3	2262
RP11-273B19.1	465
RP11-466A19.8	927
RP11-349G13.3	485
VN1R65P	808
KIAA1324	9300
SCARNA16	187
AF001548.5	836
RP11-598C10.2	316
RN7SL823P	295
RNU2-54P	190
HIST1H3F	411
REM2	2305
NTN5	3115
MZT2B	1815
FAM90A26	2492
HMGB1P23	568
PPIAP2	492
IFNA16	939
CTC-551A13.2	442
GKN1	1149
PTMAP6	327
RP11-685B14.3	670
RNY4P34	95
LINC00032	2913
RP11-315D16.2	718
MCL1	4371
RP11-128L5.1	1132
RPS27P1	247
ZNF630-AS1	397
LRRC26	1209
POPDC3	1881
MIR3156-1	75
IFNWP2	580
RPL5P23	868
ACTL7A	1494
CTD-2380F24.1	994
RP11-388E23.3	329
RP11-345P4.7	1422
ULK1	7608
RNA5SP277	98
TLK1P1	2440
AL023876.1	78
EXTL2	4834
PBX1	21249
RNA5SP462	112
RP11-265D19.6	405
FYTTD1	8025
RNU6-242P	107
COL19A1	8511
RP4-771M4.3	447
PNMA6A	2209
TCTE1	3067
CTC-231O11.1	2301
SLC35D3	2359
RN7SL809P	297
INSIG1	3650
FCRL1	3935
CTC-367J11.1	368
KB-1562D12.1	491
RP11-540K16.1	667
RP11-114O8.1	191
ADAMTSL4	6432
C19orf73	744
SORBS2	16730
LRRC72	1386
AC009410.1	676
ZNF486	4261
ZC3H8	6600
DENND1A	10256
GBP5	8143
RP11-15A1.2	517
AC099545.1	81
STAG3L4	2501
MIR378C	81
RARRES1	2236
MTND4P10	1363
RP11-241F15.10	357
POM121L6P	1826
PRPH2	2976
RP4-669B10.6	698
KRTAP19-1	646
RP11-399H11.3	527
BX322557.13	379
ACTBP14	1089
CTD-2012K14.2	530
ENTPD6	5327
RP11-20B24.7	562
RP11-244H3.1	3346
RN7SL148P	279
CFB	4997
RP1-288M22.2	452
RRS1-AS1	4366
C7orf73	4930
CTD-2410N18.4	1745
ANAPC1	13327
RP4-681N20.5	669
RNU6-390P	103
RP11-146E13.8	1115
RP11-522M21.2	271
CDO1	2189
RP11-2G1.2	1066
PCDH11X	11645
AL357140.1	649
OR4C2P	1064
AC140479.1	82
TNPO3	4676
IQCJ	2923
PIGO	7209
MIR6134	109
CHCHD4P3	410
RP11-146F11.3	430
NDUFA3	2475
RP11-734K2.4	8041
SMAD9-IT1	504
LINC01314	6890
TBX22	1203
RNU1-11P	164
RP11-553P9.3	981
RN7SKP112	318
CTNNBL1	4148
MIR2115	100
AP000275.65	1026
RNU4-72P	173
RNU6-451P	107
TSSC1-IT1	718
AC103740.1	88
Six3os1_3	75
NBAS	8948
RP11-262A16.1	1133
NR6A1	7124
VWC2	11299
AC108004.1	88
PTPN2P2	1024
SNORA52	134
RP11-867G2.8	1175
RN7SKP123	291
BX088702.2	84
MTHFS	2328
MARVELD1	3379
AC004057.1	498
SNORA51	124
RN7SL156P	304
SNORA48	135
AP003471.1	80
OR4X2	912
RP1-253P7.4	1815
AC104843.4	297
AC019185.2	389
RP11-163O19.8	1516
PI4K2A	4189
SNORD50B	70
C14orf93	4243
PPP1R1AP2	397
NREP	9337
MAFK	4458
PLCD4	5867
AC083829.1	85
STK35	7055
KIF1B	17693
RP5-1039K5.13	414
RNA5SP115	107
RP11-776A13.3	1062
RP11-83N9.6	1843
FAT3	19280
MIR520G	90
SIPA1	4692
RP11-701H24.3	427
LDHBP3	822
SNORA68	129
RP11-589N15.1	377
CDK2AP2P2	367
RP11-160A9.3	781
RPS24	4880
RPS3AP22	769
MFN2	4973
MTOR-AS1	763
CCDC67	4227
LSAMP	10330
AC007948.1	242
KLF7P1	1048
RP11-127I20.7	556
AC104655.3	1009
HNRNPA3P3	1137
RNU6-1328P	106
RP11-278C7.3	856
RXRB	3920
ABHD5	3172
STARD7	4414
RP5-1121H13.1	2267
RP11-63C8.1	578
RP1-257I9.2	554
ZDHHC20P1	423
AL355795.1	139
POLR1B	6329
GCNT2	9052
AC079466.1	4453
CYCSP5	297
POLR2I	1269
AP001059.6	235
MIR3689E	72
AC098477.1	101
RP11-463J17.2	1496
CTB-167G5.7	525
LIMD2	4745
DCAF7	6575
RP11-170K4.2	1924
RP1-267L14.3	596
CTC-448F2.3	472
RNU6-491P	110
RP11-702L6.1	949
RHOC	4028
MIR378A	112
ABCD1P3	605
CHRNA6	2596
MIR421	112
CDON	10600
CTD-2315M5.2	684
RIPPLY3	2319
CDS2	11893
SACS-AS1	2234
Z97055.1	86
AC104308.2	333
LRRC32	4459
AL450304.1	91
CTC-487M23.7	349
RP11-106E7.1	794
ATP5A1P3	1507
DCP2	9951
AC016712.2	378
SNORD93	74
AC021451.1	1134
EHD4	7879
BPIFA1	1081
RP11-732A19.9	464
RP11-417E7.1	1054
CTD-2151A2.3	418
HBZ	755
TRMT2B-AS1	205
IGKJ1	38
RP11-542F9.1	492
AC010139.1	98
MRPL42P3	326
UQCRC1	3236
RNU6-744P	107
RP11-227G15.8	552
RP11-571I18.4	298
RP4-771M4.2	303
MIR596	77
OR8D1	1026
CICP11	2827
AC007253.1	889
ZMYND10	4009
CENPE	9444
EIF2AK2	10753
RP11-545E8.1	347
CTC-479C5.6	1185
LRRIQ4	1827
RP11-127B20.3	906
MIRLET7F2	83
MIR181A1	110
SMIM23	468
RP11-830F9.5	3057
RP1-228H13.5	2449
RNA5SP112	99
SEC11C	4511
TXNP4	310
SNORD60	83
FAM63A	3792
XDH	6037
SMG6-IT1	374
YAP1P1	1393
FAM212A	1040
CTD-3214H19.12	458
ZDHHC20	5574
RP11-309L24.6	543
RP5-855D21.2	625
RPS15AP18	392
RP11-117D22.2	850
RP11-843P14.2	504
MIR769	118
ZNF736P9Y	1345
ANKRD42	6724
RP11-69E11.4	3059
CEACAM22P	3170
SLC43A2	10606
PTPRB	14542
IMP3P1	557
RP11-14N4.1	844
RN7SL531P	282
PRPF18	1865
RP11-406O23.2	478
RP11-123J14.1	412
RTEL1-TNFRSF6B	8752
RP11-131M11.3	3448
MIR100	80
C9orf78	5099
STATH	2176
RP11-395A13.2	630
BMP8A	1692
AC087762.1	1766
SMARCD1	5136
TRIM60P17	719
ABCC1	7575
ALG1L8P	760
RP11-7F17.7	581
MIR3122	73
CTD-2228K2.2	816
CNN2P6	900
EIF2S2P5	968
RN7SKP133	340
AHSG	2353
IL18BP	4323
LINC01524	4883
AC026167.1	299
PRX	5767
RP11-159D12.5	711
TRIM35	4269
RP11-566K19.11	280
RBM8B	525
ADCK4	5488
TCEB1P26	329
SNORA25	128
AC004492.1	67
CERS3	5130
UG0898H09	7040
ZC3H18	8648
ZNF519P2	169
ZNF500	6465
AC091042.1	101
RP11-324D17.1	540
AC016706.1	69
AC010095.7	639
AC079907.1	63
RPL34-AS1	4570
TSC2	11121
MTATP6P7	681
RP11-215H18.5	295
C1orf87	4422
POMC	1538
RP11-278J20.2	1415
METTL22	8254
STRIP1	7352
AC073508.1	100
RP11-120K9.2	606
AL133475.1	99
LINC00552	2579
OR5K1	1097
AC079172.1	86
CDH10	3660
ZNF598	4701
HSPA1L	2544
RP11-500G10.5	430
RP11-719C20.1	573
RP11-351O1.4	360
SLC27A1	8249
CACNG2	3224
NPBWR2	1352
CTD-3076M17.1	1958
MIR2113	91
JMJD7-PLA2G4B	7862
RNF185-AS1	353
OR10A3	1061
RP11-758M4.3	525
ZNF532	11951
STRA6	7690
RP11-102N11.1	334
RN7SL752P	287
CDH11	13381
LINC00354	590
CTD-3001H11.1	547
RP11-56P9.10	3707
HNRNPDLP2	751
RNU2-32P	191
POLR2KP2	177
ATP2A3	6893
TCEB1P21	336
RP11-133N21.12	100
RP11-558F24.2	421
RP11-337N6.3	757
AL353805.1	112
ECE2	6552
RP1-163M9.7	406
XXYLT1-AS1	431
GPR45	1307
RP11-715F3.1	429
HCFC2	6773
AC019109.1	1874
DGUOK-AS1	865
SLC25A1P4	778
CTB-111H14.1	2082
AP000479.1	2901
KRT18P6	1265
RP11-778J15.1	1100
AC006987.7	1136
AC007216.1	78
LINC00269	2173
RP11-172H24.4	4412
RP11-458I4.1	133
AC078916.1	101
RP11-17G11.1	231
RNA5SP36	133
ACAD8	7174
RP11-340I6.11	103
RP11-886P16.10	1028
RP11-1D12.1	769
SORCS2	6317
AC074117.10	3412
NKX3-2	2801
KCNE3	3677
ADAMTS9-AS2	7232
ZNF528	8530
TSPY21P	731
RIOK3P1	1528
NOMO3	8274
NEK2	3095
RN7SKP235	305
CTHRC1	1776
PCBP1	1750
RP11-359P18.1	643
ERVV-2	2431
AL034395.1	103
TMEM260	8077
GOLGA2P11	5272
TAF3	4872
CTC-250I14.1	499
NMD3P1	1488
RP11-503E24.2	708
FMO8P	1600
FOXD1	2458
RN7SL42P	294
AC068831.17	363
RNU5E-8P	116
AOC2	2657
PROX1-AS1	2011
MANBA	8437
NCAPD2P1	1801
RP11-537A6.9	401
RP11-448K10.1	1884
RP11-279O17.3	481
RP11-513G11.3	1195
ALDH3A1	3918
RP11-690D19.1	476
C9orf16	1662
AMN	4646
RP11-367J7.3	758
SIGLEC22P	744
RP11-483K5.2	456
FBXO25	11438
SCN2B	5826
RP11-432I5.8	777
KLK10	3853
AP000908.1	119
RP11-58E21.3	2963
AC013406.1	85
SNORA63	123
RP11-489D6.2	561
AC079779.4	922
RN7SKP272	232
RP11-536C10.15	122
LRRC41	8606
FZD6	4065
CTD-2213F21.4	430
RP11-80B9.1	572
SYCE1L	1244
RPL31P47	241
AC114945.1	136
CTC-244M17.1	607
IGKV1OR9-1	284
ERICH6-AS1	827
POLR1D	6425
OR8X1P	869
AC021021.1	922
RN7SKP117	264
AL353782.1	85
AC079150.2	78
RNF112	3652
CTC-479C5.10	3907
RAN	4825
PQLC3	2275
RP11-266K22.2	439
RFKP2	477
RP4-758J18.10	851
RP11-82O2.2	379
FAM25E	588
RP11-667M19.4	335
HDGFP1	252
RNA5SP304	104
AL357519.1	91
RP11-107I14.2	382
PPT2	2940
AC064865.1	348
OR4A19P	1103
PHGDH	5622
MDN1	18602
RP11-475J5.10	345
BCL7B	3542
CELSR3	13873
MIR6870	60
CTD-2583A14.10	1159
RP11-37N22.1	1195
RP11-487I5.4	326
FAM46B	2368
AC096763.1	87
RP11-426D19.1	2098
CTC-347C20.2	818
EEF1B2P6	673
RP11-713H12.1	347
RP11-110I1.14	415
RP11-304C12.3	2469
RP11-703H8.9	353
CTD-2292P10.4	5684
NUPL1P1	1738
PEX5L-AS1	827
CH17-13I23.3	213
RNU6-904P	101
PCMTD1	7323
EFHC1	7162
MIR190A	85
AP001425.14	1063
RP11-215I16.2	167
RP11-290K4.1	466
CRIP3	2453
RP11-185E8.1	229
RP11-536C10.21	515
CTB-31N19.4	308
RP11-430B1.1	381
ABCF2	4448
RP11-72M10.7	476
RP4-601P9.2	1330
CTD-2537O9.1	351
CFHR2	1043
PKD1L3	5199
CYP4F27P	494
MIR6859-2	68
HIGD1AP1	275
SLC39A10	6917
DEFB131	213
RP11-414H23.3	597
SOD1P2	451
HIST1H3I	411
GATM	6644
SOD1P1	440
RP11-2N1.3	424
TUBB3	2776
AC092786.1	85
RP11-390N6.1	716
RN7SL573P	276
RP11-494M8.4	2822
TREML1	1483
RPL37AP1	279
RP11-5N11.4	495
RAC2	2532
RP11-729M20.1	995
LINC01410	3038
RP11-384K6.6	4395
SRFBP1	3111
CFL2	7179
TNFAIP3	5051
RP11-225N10.3	1099
HSPB2	1335
NRIP3	4123
SHISA4	1746
RP11-626P14.2	853
RP5-866L20.1	683
PLEKHM3	4656
RNU6-595P	107
MIR7976	66
LINC00430	776
TRAFD1	3940
PBK	2165
ZFHX3	17503
FAM71BP1	523
C12orf50	5609
DACT1	4490
RP1-276J11.2	389
SNORD115-33	82
RP11-529H2.1	257
RP11-210H10__A.1	1179
SCARNA15	127
ECE1	7265
RNU6-488P	99
CST8	918
AC093515.1	94
AC016908.1	1219
SNORD114-11	75
IGKV1-12	398
RP11-116P24.2	752
PGM3	7335
NUTM2A-AS1	6851
RP1-179N16.6	1463
OR2L2	939
ADAM7	4483
ATG10-IT1	487
RP11-555G19.2	1117
SLC30A7	8376
SLC36A1	6980
RP5-933E2.1	575
PRPF19	2739
IFNWP19	566
RP11-79C6.2	332
CCNB2P1	1150
HNRNPA1P30	1624
RP11-197N18.2	5618
AC097103.1	84
UPF3AP3	769
RP11-103J8.1	1279
RP3-428A13.1	2135
RN7SKP192	327
RP11-124I4.2	420
RP11-42O15.2	967
FMO5	5986
BTN2A3P	4177
RP11-302F12.3	411
MARVELD3	6446
TCERG1L-AS1	472
RNA5SP185	114
RP11-279N8.1	411
LINC00977	1163
CYP51A1P1	1507
C2orf76	1548
MOCS1P1	1612
RP11-168O22.1	439
C1orf137	386
FOXL1	3742
C9orf147	1718
CTD-2007H18.1	325
RP11-640L9.1	1344
AC012368.1	560
CDY9P	1580
RP11-121P10.1	292
RP3-522D1.2	156
RPL7L1P10	463
ECM1	3360
YBX1P5	847
TUBA1C	4631
SCYL2	7470
AC104441.1	79
AC093802.1	3238
CD96	5762
HSD52	2641
RP11-136B18.1	102
RP4-725G10.3	389
CYCSP35	304
AC078889.1	67
RP11-56F10.3	564
LY86	1254
FAM3C2	681
RP11-644F5.12	283
MIR135A2	100
RNA5SP234	119
CHRNA5	3623
RP1-269M15.3	2232
ERVW-1	6130
SPNS1	3792
MIR1299	83
AC006037.2	287
HLA-DRB6	1326
RP5-994D16.3	601
FUT7	2584
SOBP	6904
GPR50	1951
RPL21P54	464
RSPH10B2	4992
SNORA73	115
RP11-167N24.6	201
SIGLEC28P	329
GPR89B	5143
NRN1	2328
WDR47	4423
RP11-526P6.1	1418
RP11-354E23.5	493
TSSK6	1666
SLC14A1	6376
RXRA	10814
RP5-908M14.5	1386
BAHD1	5196
RNU7-45P	63
AKR1C1	8834
SNORD3C	581
RP11-624L12.1	555
AP000797.3	574
CH507-24F1.2	2878
RP3-471C18.2	357
AC018804.7	2728
RN7SL151P	283
RNF19BPY	1550
PABPC1P13	1685
RNU6-593P	112
AC023385.1	111
AC140725.8	880
ARL6IP1P3	560
MIR4329	71
RP11-109P14.10	481
RP11-392M9.2	566
RNU6-157P	107
RP11-35J10.6	443
RP11-637O11.2	545
MIR6128	109
NFASC	21271
SNORD27	72
AC007560.1	237
NUDT19P4	585
IGKV2D-36	226
TCL6_2	119
RPS19P1	434
LDHBP2	1005
S100PBP	9194
BPIFA3	2481
RNY1P13	105
RP11-680F8.4	1346
FALEC	566
TMEM214	4910
RNA5SP216	123
OR52U1P	923
RP11-93L14.1	760
HGH1	2814
AC073869.1	765
POMT1	6067
RP11-61J19.3	332
RP11-244K5.6	1284
RNU6-851P	107
OR5W2	933
OR4R2P	597
CCDC85A	3982
SNORA76A	134
RP11-767C1.2	510
NPM1P32	604
RP11-723O4.9	811
RNU6-206P	104
AC000041.10	151
RP11-767N15.1	791
RP11-704J17.5	391
OR8T1P	918
RP11-510I6.3	500
AC109309.4	435
RP11-453E17.3	2046
BRD9	9572
SLC25A38P1	943
TMEM164	6583
SOCS5P3	1576
RP5-945F2.2	758
Z84721.4	372
INSRR	5101
RP11-468N14.5	491
TP53INP1	5676
RP11-630D6.1	315
BMP7	5418
RNU6-881P	102
RP11-562F9.2	616
RP11-1026M7.3	684
AL589736.1	94
MIR29B2	84
AC016745.3	508
LLNLR-304G9.1	450
DNAJA1P2	1197
GIMAP3P	836
AC015933.2	440
RP11-92C4.4	318
RP3-325F22.5	1894
RP11-496N12.6	992
LOC124685	459
RN7SL612P	295
CTC-457E21.4	996
RP11-110I1.12	1506
RP11-54C4.2	1115
AC040162.1	84
C3orf35	3072
ACAP1	7421
CTD-3126B10.1	1838
SRXN1	2698
MIR199A2	110
RN7SKP262	283
RP11-255G12.2	813
OR2L5	939
PGLYRP4	2272
RP11-184A2.3	759
RBM4	4897
RNU6-968P	107
RP11-432J22.2	311
IGKV1OR2-6	277
C19orf26	4543
DENND2C	7413
BUB1P1	607
CTD-2194D22.1	428
CELF1	10441
AC019118.4	435
RP11-505C13.1	224
RP1-144F13.4	568
RP11-106M3.1	496
OR11H1	982
RP11-94C24.11	156
P3H3	4601
ZFP28	6974
AHR	6661
RP11-956E11.1	423
RN7SL280P	288
AC062022.1	1684
ANKRD61	1257
RP11-430K21.2	413
AC096732.2	477
RP11-396C23.2	821
RPS4X	2982
RP11-319G9.3	4284
TMSB4XP8	135
SPINT5P	155
RP11-244B22.13	334
FBLN7	6578
PQLC2L	3180
RP11-1102P22.2	1722
EPB41L4B	7879
TNRC6B	19998
RP11-1070A24.1	237
AC140076.1	361
RP3-453I5.2	406
RP11-82H13.2	244
RP11-82L18.2	1038
RPS10	1642
RP6-159A1.4	1815
FAM184A	7791
RN7SKP152	315
RP11-305A4.2	506
TMEM108	8425
COPG2	4139
MIR631	75
IL9	591
MIR3179-3	84
VIPR1	7384
MSL3P1	2278
RP11-286N22.16	895
P2RY12	1859
SPTSSA	2777
AGO4	7267
SAAL1	3070
SETD7	13916
MEF2B	1848
POTEH-AS1	2566
CCNB1IP1P3	829
AC139451.2	84
RP11-890B15.2	2255
RPL34P27	349
AC016549.1	1802
RP11-790I12.2	1251
LINC01372	489
RP11-664I21.6	477
GOLGA6L5P	3899
GNL3	3318
BCS1L	3379
AC009506.1	1494
CTD-2530H12.5	290
AC004824.1	64
WDR77	2805
DHRS4L1	1373
ATP5F1P2	760
LRRC75A	3695
RN7SL138P	287
RP4-773N10.4	4216
RP11-799M12.2	556
RP11-83J21.3	462
RP11-717H13.1	4949
AC019100.7	1131
RP13-644M16.5	550
RPA3	3232
OR4A7P	910
SACM1L	7352
FKTN	8032
KCTD18	4915
RNU6-12P	107
CARHSP1	5577
RN7SL69P	272
SALL1	5660
LINC01163	3190
CA4	2424
RPS12P28	427
RP11-856M7.6	860
CIRBP-AS1	994
RNA5SP323	133
AC062016.3	676
RP11-711C17.1	342
RP11-91P24.5	551
XXYLT1	5409
RP11-92G19.2	815
CCNT2-AS1	910
STIM2	6909
MIR4297	76
RP11-460B17.3	568
FREM2	16223
TRBV17	344
STRN4	7641
AC016753.2	75
TMPRSS3	5660
KLF16	2955
ARSE	2878
RNASEH2B	8519
RP11-336A10.2	1412
LINC01135	996
ADNP2	5893
NLRP1	12808
SLC9A7	10033
SLC10A5P1	1306
CEP41	12566
C1QTNF9-AS1	470
LINC01509	449
LA16c-431H6.6	5326
CTD-2593A12.2	720
RP11-169D4.2	664
PARP16	3715
ZNF662	5070
AP003550.1	98
SNORD115-14	81
AC027320.1	98
FAM166B	1372
RP11-474P2.4	562
SLC37A3	10588
CRTAP	6695
RP11-1008M1.1	183
AC009120.9	780
RP11-377D9.1	347
AC133965.1	354
SIRT4	1222
RP11-4M23.7	328
MIR6760	68
RP11-820K3.4	482
CH17-340M24.3	598
AC133749.1	81
RNA5SP336	117
DNAJA1P6	354
LRP1	20839
RP11-418H16.1	744
LINC01208	1040
THUMPD1	5092
DAPL1	1505
CTC-311G1.2	757
SUSD1	4183
RP11-521D12.5	1947
RP11-154F14.3	386
RP11-498C9.13	450
AC068014.2	98
LINC00051	1046
CCDC42B	1726
TYRP1	3741
FUT8	6700
MIR4309	83
MIR190B	112
bP-2171C21.5	204
SLC25A5	1500
RP11-553E24.1	403
EZR-AS1	217
RP11-128A6.3	442
AC104405.1	108
RNU6-862P	105
CH507-154B10.2	1788
snoU2_19	80
KLK7	2434
OR2W5	1080
RN7SL690P	240
RPL3P5	1232
RP11-65L3.3	4406
CTD-2128A3.2	558
SNORD46	104
DLG1-AS1	1694
RP11-328D5.1	563
RP11-1437A8.2	124
AL359983.1	86
RP11-525K10.2	536
ADAM8	4780
BSN	16225
RP11-94B19.6	464
CYS1	2847
RP11-317N8.5	2867
MT-ND1	956
RP11-686D22.9	451
FAM95B1	7923
SNORD114-13	74
FABP5P15	214
OSGEP	5037
RNU6-227P	103
AC092652.1	735
TSN	4407
RP11-458F8.3	363
LINC00550	3614
KRT17P6	1553
RN7SL325P	283
RP11-587D21.4	358
RP11-32B5.2	382
FAM90A4P	1395
CCDC18	5633
FAM47DP	3290
HNRNPA1P69	933
AC000036.4	2030
LINC00534	1354
DGKQ	4970
AC003988.1	578
KIAA1715	9122
RP11-632L2.2	706
HMGCS2	2571
RP11-26H16.1	483
CTC-505O3.2	643
AC093826.1	108
KMT2E	9233
ATXN7	9172
MTND4P30	899
ASAP3	4988
C6orf141	2940
PDK1	14883
LSM1P2	322
5S_rRNA	87
CCT6P1	1712
ATP8B2	7572
AC008173.1	264
RNU1-21P	163
RPL24P7	453
AF186996.2	88
FBXL22	3614
KLF4	3659
RP11-275F13.3	955
KIAA1614	10195
COX8C	533
AC058791.1	6619
RP11-299G20.2	2590
KRT33B	1677
VN1R51P	945
RHOQP3	621
AC004911.2	871
OR1S1	979
HNRNPA1P13	963
KCNA5	2800
EEF1A1P14	1376
RP11-233E12.2	1559
RP11-73M14.1	389
RP11-286N22.10	554
RP11-505K9.4	3055
CTD-3222D19.12	2069
RP11-692M12.5	211
RP11-78J21.4	834
APOOP2	539
RP11-49I11.4	449
RP11-73K9.3	349
RNU1-109P	147
RP11-3B7.7	136
LINC00596	937
AC018867.1	72
RP11-406H23.5	824
RP11-78F17.3	872
RP11-219C24.6	1425
RNU6-1053P	101
LOC100421166	1211
RP11-182J1.11	33
MRPS36P1	307
AC005255.3	216
C7orf69	808
AMZ2P2	1057
SNORD115-38	82
CHMP1A	3208
SUCLA2-AS1	552
AC011516.1	180
RP11-324H7.1	1647
OR55B1P	1014
RP11-399H11.2	886
HTR1D	2835
SNORD74	73
AC096669.1	1305
RN7SL160P	284
LTK	3490
USP17L25	1680
RP11-168E17.1	968
RN7SL684P	294
FRMD6-AS1	2229
RP11-92K15.3	577
RNA5SP447	119
ANKRD20A17P	1330
CTC-454I21.4	319
UBE2V1P3	417
RPL21P13	481
GANAB	5027
MIR5701-2	82
OR11I1P	954
RP11-1406H17.1	497
RP11-774G5.1	420
RP11-15J10.8	1263
RP11-337A23.6	371
RP11-317B17.4	471
AC012594.1	5251
AC005042.1	39
RP11-107D24.2	415
RP11-51J9.6	645
